"ID" "Description" "GeneRatio" "BgRatio" "pvalue" "p.adjust" "qvalue" "geneID" "Count"
"GOBP_POSITIVE_REGULATION_OF_MEMBRANE_PROTEIN_ECTODOMAIN_PROTEOLYSIS" "GOBP_POSITIVE_REGULATION_OF_MEMBRANE_PROTEIN_ECTODOMAIN_PROTEOLYSIS" "GOBP_POSITIVE_REGULATION_OF_MEMBRANE_PROTEIN_ECTODOMAIN_PROTEOLYSIS" "1/7" "14/8821" 0.0110608375658416 0.091132506875783 0.0547549538650476 "Furin" 1
"GOBP_RESPONSE_TO_HEPATOCYTE_GROWTH_FACTOR" "GOBP_RESPONSE_TO_HEPATOCYTE_GROWTH_FACTOR" "GOBP_RESPONSE_TO_HEPATOCYTE_GROWTH_FACTOR" "1/7" "14/8821" 0.0110608375658416 0.091132506875783 0.0547549538650476 "Nrp1" 1
"GOBP_CELL_SUBSTRATE_ADHESION" "GOBP_CELL_SUBSTRATE_ADHESION" "GOBP_CELL_SUBSTRATE_ADHESION" "2/7" "213/8821" 0.0112504648449173 0.091132506875783 0.0547549538650476 "Tiam1/Nrp1" 2
"GOBP_REGULATION_OF_NEUROGENESIS" "GOBP_REGULATION_OF_NEUROGENESIS" "GOBP_REGULATION_OF_NEUROGENESIS" "2/7" "214/8821" 0.0113522753646753 0.091132506875783 0.0547549538650476 "Tiam1/Nrp1" 2
"GOBP_PROTEIN_LOCALIZATION_TO_ENDOSOME" "GOBP_PROTEIN_LOCALIZATION_TO_ENDOSOME" "GOBP_PROTEIN_LOCALIZATION_TO_ENDOSOME" "1/7" "15/8821" 0.0118468684659254 0.091132506875783 0.0547549538650476 "Nrp1" 1
"GOBP_SUBSTRATE_DEPENDENT_CELL_MIGRATION" "GOBP_SUBSTRATE_DEPENDENT_CELL_MIGRATION" "GOBP_SUBSTRATE_DEPENDENT_CELL_MIGRATION" "1/7" "15/8821" 0.0118468684659254 0.091132506875783 0.0547549538650476 "Nrp1" 1
"GOBP_T_CELL_CHEMOTAXIS" "GOBP_T_CELL_CHEMOTAXIS" "GOBP_T_CELL_CHEMOTAXIS" "1/7" "15/8821" 0.0118468684659254 0.091132506875783 0.0547549538650476 "Cxcr3" 1
"GOBP_IONOTROPIC_GLUTAMATE_RECEPTOR_SIGNALING_PATHWAY" "GOBP_IONOTROPIC_GLUTAMATE_RECEPTOR_SIGNALING_PATHWAY" "GOBP_IONOTROPIC_GLUTAMATE_RECEPTOR_SIGNALING_PATHWAY" "1/7" "16/8821" 0.0126323638010082 0.091132506875783 0.0547549538650476 "Tiam1" 1
"GOBP_SIGNALING_RECEPTOR_LIGAND_PRECURSOR_PROCESSING" "GOBP_SIGNALING_RECEPTOR_LIGAND_PRECURSOR_PROCESSING" "GOBP_SIGNALING_RECEPTOR_LIGAND_PRECURSOR_PROCESSING" "1/7" "16/8821" 0.0126323638010082 0.091132506875783 0.0547549538650476 "Furin" 1
"GOBP_EPITHELIUM_DEVELOPMENT" "GOBP_EPITHELIUM_DEVELOPMENT" "GOBP_EPITHELIUM_DEVELOPMENT" "3/7" "684/8821" 0.0128209563576463 0.091132506875783 0.0547549538650476 "Furin/Tiam1/Nrp1" 3
"GOBP_VIRAL_LIFE_CYCLE" "GOBP_VIRAL_LIFE_CYCLE" "GOBP_VIRAL_LIFE_CYCLE" "2/7" "230/8821" 0.0130378102409001 0.091132506875783 0.0547549538650476 "Furin/Nrp1" 2
"GOBP_REGULATION_OF_BINDING" "GOBP_REGULATION_OF_BINDING" "GOBP_REGULATION_OF_BINDING" "2/7" "233/8821" 0.0133656023814208 0.091132506875783 0.0547549538650476 "Tiam1/Nrp1" 2
"GOBP_AUTONOMIC_NERVOUS_SYSTEM_DEVELOPMENT" "GOBP_AUTONOMIC_NERVOUS_SYSTEM_DEVELOPMENT" "GOBP_AUTONOMIC_NERVOUS_SYSTEM_DEVELOPMENT" "1/7" "17/8821" 0.0134173238752152 0.091132506875783 0.0547549538650476 "Nrp1" 1
"GOBP_NEURON_PROJECTION_ARBORIZATION" "GOBP_NEURON_PROJECTION_ARBORIZATION" "GOBP_NEURON_PROJECTION_ARBORIZATION" "1/7" "17/8821" 0.0134173238752152 0.091132506875783 0.0547549538650476 "Nrp1" 1
"GOBP_POSITIVE_REGULATION_OF_FILOPODIUM_ASSEMBLY" "GOBP_POSITIVE_REGULATION_OF_FILOPODIUM_ASSEMBLY" "GOBP_POSITIVE_REGULATION_OF_FILOPODIUM_ASSEMBLY" "1/7" "17/8821" 0.0134173238752152 0.091132506875783 0.0547549538650476 "Nrp1" 1
"GOBP_RAS_PROTEIN_SIGNAL_TRANSDUCTION" "GOBP_RAS_PROTEIN_SIGNAL_TRANSDUCTION" "GOBP_RAS_PROTEIN_SIGNAL_TRANSDUCTION" "2/7" "234/8821" 0.0134756843268893 0.091132506875783 0.0547549538650476 "Tiam1/Nrp1" 2
"GOBP_POSITIVE_REGULATION_OF_GTPASE_ACTIVITY" "GOBP_POSITIVE_REGULATION_OF_GTPASE_ACTIVITY" "GOBP_POSITIVE_REGULATION_OF_GTPASE_ACTIVITY" "2/7" "240/8821" 0.0141447275231617 0.091132506875783 0.0547549538650476 "Tiam1/Nrp1" 2
"GOBP_POST_TRANSLATIONAL_PROTEIN_MODIFICATION" "GOBP_POST_TRANSLATIONAL_PROTEIN_MODIFICATION" "GOBP_POST_TRANSLATIONAL_PROTEIN_MODIFICATION" "2/7" "240/8821" 0.0141447275231617 0.091132506875783 0.0547549538650476 "Ltbp1/Ube2f" 2
"GOBP_POSITIVE_REGULATION_OF_FOCAL_ADHESION_ASSEMBLY" "GOBP_POSITIVE_REGULATION_OF_FOCAL_ADHESION_ASSEMBLY" "GOBP_POSITIVE_REGULATION_OF_FOCAL_ADHESION_ASSEMBLY" "1/7" "18/8821" 0.014201748992534 0.091132506875783 0.0547549538650476 "Nrp1" 1
"GOBP_REGULATION_OF_RECEPTOR_BINDING" "GOBP_REGULATION_OF_RECEPTOR_BINDING" "GOBP_REGULATION_OF_RECEPTOR_BINDING" "1/7" "18/8821" 0.014201748992534 0.091132506875783 0.0547549538650476 "Nrp1" 1
"GOBP_DOPAMINERGIC_NEURON_DIFFERENTIATION" "GOBP_DOPAMINERGIC_NEURON_DIFFERENTIATION" "GOBP_DOPAMINERGIC_NEURON_DIFFERENTIATION" "1/7" "19/8821" 0.0149856394568133 0.091132506875783 0.0547549538650476 "Tiam1" 1
"GOBP_ENDOTHELIAL_CELL_CHEMOTAXIS" "GOBP_ENDOTHELIAL_CELL_CHEMOTAXIS" "GOBP_ENDOTHELIAL_CELL_CHEMOTAXIS" "1/7" "19/8821" 0.0149856394568133 0.091132506875783 0.0547549538650476 "Nrp1" 1
"GOBP_POSITIVE_REGULATION_OF_DENDRITIC_SPINE_DEVELOPMENT" "GOBP_POSITIVE_REGULATION_OF_DENDRITIC_SPINE_DEVELOPMENT" "GOBP_POSITIVE_REGULATION_OF_DENDRITIC_SPINE_DEVELOPMENT" "1/7" "19/8821" 0.0149856394568133 0.091132506875783 0.0547549538650476 "Tiam1" 1
"GOBP_REGULATION_OF_MEMBRANE_PROTEIN_ECTODOMAIN_PROTEOLYSIS" "GOBP_REGULATION_OF_MEMBRANE_PROTEIN_ECTODOMAIN_PROTEOLYSIS" "GOBP_REGULATION_OF_MEMBRANE_PROTEIN_ECTODOMAIN_PROTEOLYSIS" "1/7" "19/8821" 0.0149856394568133 0.091132506875783 0.0547549538650476 "Furin" 1
"GOBP_REGULATION_OF_NEURON_PROJECTION_DEVELOPMENT" "GOBP_REGULATION_OF_NEURON_PROJECTION_DEVELOPMENT" "GOBP_REGULATION_OF_NEURON_PROJECTION_DEVELOPMENT" "2/7" "249/8821" 0.0151755927335828 0.091132506875783 0.0547549538650476 "Tiam1/Nrp1" 2
"GOBP_REGULATION_OF_NERVOUS_SYSTEM_DEVELOPMENT" "GOBP_REGULATION_OF_NERVOUS_SYSTEM_DEVELOPMENT" "GOBP_REGULATION_OF_NERVOUS_SYSTEM_DEVELOPMENT" "2/7" "250/8821" 0.0152921417838329 0.091132506875783 0.0547549538650476 "Tiam1/Nrp1" 2
"GOBP_NEURON_PROJECTION_EXTENSION_INVOLVED_IN_NEURON_PROJECTION_GUIDANCE" "GOBP_NEURON_PROJECTION_EXTENSION_INVOLVED_IN_NEURON_PROJECTION_GUIDANCE" "GOBP_NEURON_PROJECTION_EXTENSION_INVOLVED_IN_NEURON_PROJECTION_GUIDANCE" "1/7" "20/8821" 0.0157689955717647 0.091132506875783 0.0547549538650476 "Nrp1" 1
"GOBP_POSITIVE_REGULATION_OF_SMOOTH_MUSCLE_CELL_MIGRATION" "GOBP_POSITIVE_REGULATION_OF_SMOOTH_MUSCLE_CELL_MIGRATION" "GOBP_POSITIVE_REGULATION_OF_SMOOTH_MUSCLE_CELL_MIGRATION" "1/7" "20/8821" 0.0157689955717647 0.091132506875783 0.0547549538650476 "Nrp1" 1
"GOBP_REGULATION_OF_NON_CANONICAL_WNT_SIGNALING_PATHWAY" "GOBP_REGULATION_OF_NON_CANONICAL_WNT_SIGNALING_PATHWAY" "GOBP_REGULATION_OF_NON_CANONICAL_WNT_SIGNALING_PATHWAY" "1/7" "20/8821" 0.0157689955717647 0.091132506875783 0.0547549538650476 "Tiam1" 1
"GOBP_REGULATION_OF_HYDROLASE_ACTIVITY" "GOBP_REGULATION_OF_HYDROLASE_ACTIVITY" "GOBP_REGULATION_OF_HYDROLASE_ACTIVITY" "3/7" "750/8821" 0.0165144888037159 0.0932349221547811 0.0560181436482895 "Furin/Tiam1/Nrp1" 3
"GOBP_SEMAPHORIN_PLEXIN_SIGNALING_PATHWAY" "GOBP_SEMAPHORIN_PLEXIN_SIGNALING_PATHWAY" "GOBP_SEMAPHORIN_PLEXIN_SIGNALING_PATHWAY" "1/7" "21/8821" 0.0165518176409611 0.0932349221547811 0.0560181436482895 "Nrp1" 1
"GOBP_BLASTOCYST_FORMATION" "GOBP_BLASTOCYST_FORMATION" "GOBP_BLASTOCYST_FORMATION" "1/7" "22/8821" 0.0173341059678377 0.0952305821689848 0.057217191888639 "Furin" 1
"GOBP_POSITIVE_REGULATION_OF_CELL_SUBSTRATE_JUNCTION_ORGANIZATION" "GOBP_POSITIVE_REGULATION_OF_CELL_SUBSTRATE_JUNCTION_ORGANIZATION" "GOBP_POSITIVE_REGULATION_OF_CELL_SUBSTRATE_JUNCTION_ORGANIZATION" "1/7" "22/8821" 0.0173341059678377 0.0952305821689848 0.057217191888639 "Nrp1" 1
"GOBP_BRANCHING_INVOLVED_IN_BLOOD_VESSEL_MORPHOGENESIS" "GOBP_BRANCHING_INVOLVED_IN_BLOOD_VESSEL_MORPHOGENESIS" "GOBP_BRANCHING_INVOLVED_IN_BLOOD_VESSEL_MORPHOGENESIS" "1/7" "23/8821" 0.0181158608556916 0.0966082494678132 0.058044932855883 "Nrp1" 1
"GOBP_NEGATIVE_REGULATION_OF_AXON_EXTENSION" "GOBP_NEGATIVE_REGULATION_OF_AXON_EXTENSION" "GOBP_NEGATIVE_REGULATION_OF_AXON_EXTENSION" "1/7" "23/8821" 0.0181158608556916 0.0966082494678132 0.058044932855883 "Nrp1" 1
"GOBP_REGULATION_OF_ACTIN_CYTOSKELETON_REORGANIZATION" "GOBP_REGULATION_OF_ACTIN_CYTOSKELETON_REORGANIZATION" "GOBP_REGULATION_OF_ACTIN_CYTOSKELETON_REORGANIZATION" "1/7" "24/8821" 0.0188970826076817 0.0966082494678132 0.058044932855883 "Nrp1" 1
"GOBP_REGULATION_OF_HORMONE_LEVELS" "GOBP_REGULATION_OF_HORMONE_LEVELS" "GOBP_REGULATION_OF_HORMONE_LEVELS" "2/7" "285/8821" 0.0196195867296671 0.0966082494678132 0.058044932855883 "Furin/Tiam1" 2
"GOBP_CORONARY_VASCULATURE_DEVELOPMENT" "GOBP_CORONARY_VASCULATURE_DEVELOPMENT" "GOBP_CORONARY_VASCULATURE_DEVELOPMENT" "1/7" "25/8821" 0.0196777715268299 0.0966082494678132 0.058044932855883 "Nrp1" 1
